key,commonName,scientificName,fact1,fact2,fact3,imageUrl,hashtags,careLevel,aggression
redZebra,"Red Zebra","Maylandia estherae","Thrives in 75-82°F water with pH 7.5-8.6","Needs 55+ gallon tank. Harem (1M:3-4F)","A vibrant mbuna cichlid reaching 5 inches with brilliant orange-red coloration despite its misleading name",https://firebasestorage.googleapis.com/v0/b/comparium-21b69.firebasestorage.app/o/images%2Fspecies%2FredZebra.jpg?alt=media,"#fishtok #aquarium #fishkeeping #aquariumhobby #redzebra #africanfish",Moderate,Aggressive
bumblebeeCichlid,"Bumblebee Cichlid","Pseudotropheus crabro","Thrives in 75-82°F water with pH 7.8-8.6","Needs 55+ gallon tank. Harem (1M:3-4F in groups of 12+)","A distinctive mbuna reaching 6 inches with yellow and black vertical bumblebee stripes capable of rapid color changes",https://firebasestorage.googleapis.com/v0/b/comparium-21b69.firebasestorage.app/o/images%2Fspecies%2FbumblebeeCichlid.jpg?alt=media,"#fishtok #aquarium #fishkeeping #aquariumhobby #bumblebeecichlid #africanfish",Moderate,Aggressive
frontosaCichlid,"Frontosa Cichlid","Cyphotilapia frontosa","Thrives in 73-79°F water with pH 7.8-9","Needs 75+ gallon tank. School of 5+ (1M:multiple F)","A majestic predatory cichlid reaching 14 inches with bold blue-white vertical banding and distinctive cranial hump in...",https://firebasestorage.googleapis.com/v0/b/comparium-21b69.firebasestorage.app/o/images%2Fspecies%2FfrontosaCichlid.jpg?alt=media,"#fishtok #aquarium #fishkeeping #aquariumhobby #frontosacichlid #schoolingfish #africanfish",Moderate,Semi-aggressive
tropheus,"Tropheus","Tropheus duboisi","Thrives in 77-81°F water with pH 7.8-9","Needs 75+ gallon tank. Large colony (15-30+)","A specialized algae-grazing mbuna reaching 5 inches with stunning regional color variants including yellows, reds, bl...",https://firebasestorage.googleapis.com/v0/b/comparium-21b69.firebasestorage.app/o/images%2Fspecies%2Ftropheus.jpg?alt=media,"#fishtok #aquarium #fishkeeping #aquariumhobby #tropheus #africanfish",Difficult,Aggressive
julieCichlid,"Julie Cichlid","Julidochromis marlieri","Thrives in 73-81°F water with pH 7.8-9","Needs 20+ gallon tank. Monogamous pairs or small groups","A peaceful cave-dwelling cichlid reaching 3-5 inches depending on species, with striking patterns including horizonta...",https://firebasestorage.googleapis.com/v0/b/comparium-21b69.firebasestorage.app/o/images%2Fspecies%2FjulieCichlid.jpg?alt=media,"#fishtok #aquarium #fishkeeping #aquariumhobby #juliecichlid #africanfish",Moderate,Semi-aggressive
lemonCichlid,"Lemon Cichlid","Neolamprologus leleupi","Thrives in 73-79°F water with pH 7.8-9","Needs 30+ gallon tank. Pairs or small colonies","A vibrant yellow cave-dwelling cichlid reaching 4 inches with bright lemon-yellow coloration",https://firebasestorage.googleapis.com/v0/b/comparium-21b69.firebasestorage.app/o/images%2Fspecies%2FlemonCichlid.jpg?alt=media,"#fishtok #aquarium #fishkeeping #aquariumhobby #lemoncichlid #africanfish",Moderate,Semi-aggressive
princessCichlid,"Princess Cichlid","Neolamprologus brichardi","Thrives in 73-79°F water with pH 7.8-9","Needs 20+ gallon tank. Colonies or pairs","A beautiful shell-dwelling cichlid reaching 3 inches native to sandy areas of Lake Tanganyika",https://firebasestorage.googleapis.com/v0/b/comparium-21b69.firebasestorage.app/o/images%2Fspecies%2FprincessCichlid.jpg?alt=media,"#fishtok #aquarium #fishkeeping #aquariumhobby #princesscichlid #africanfish",Moderate,Semi-aggressive
brevisCichlid,"Brevis","Neolamprologus brevis","Thrives in 73-79°F water with pH 7.8-9","Needs 10+ gallon tank. Colonies (harems of 1M:multiple F)","A tiny shell-dwelling cichlid reaching only 2 inches, among the smallest cichlids in Lake Tanganyika",https://firebasestorage.googleapis.com/v0/b/comparium-21b69.firebasestorage.app/o/images%2Fspecies%2FbrevisCichlid.jpg?alt=media,"#fishtok #aquarium #fishkeeping #aquariumhobby #brevis #peacefulfish #africanfish",Moderate,Peaceful
eyeBiterCichlid,"Eye-Biter Cichlid","Dimidiochromis compressiceps","Thrives in 76-82°F water with pH 7.6-8.6","Needs 75+ gallon tank. Harem or single","An unusual predatory cichlid reaching 6 inches that specializes in feeding on the eyes and scales of other fish in La...",https://firebasestorage.googleapis.com/v0/b/comparium-21b69.firebasestorage.app/o/images%2Fspecies%2FeyeBiterCichlid.jpg?alt=media,"#fishtok #aquarium #fishkeeping #aquariumhobby #eyebitercichlid #africanfish",Difficult,Aggressive
redEmpress,"Red Empress","Protomelas taeniolatus","Thrives in 76-82°F water with pH 7.6-8.6","Needs 55+ gallon tank. Harems (1M:3-4F)","A stunning haplochromine cichlid reaching 5-6 inches with males displaying vibrant red-orange coloration",https://firebasestorage.googleapis.com/v0/b/comparium-21b69.firebasestorage.app/o/images%2Fspecies%2FredEmpress.jpg?alt=media,"#fishtok #aquarium #fishkeeping #aquariumhobby #redempress #africanfish",Moderate,Semi-aggressive
venustus,"Venustus","Nimbochromis venustus","Thrives in 76-82°F water with pH 7.6-8.6","Needs 75+ gallon tank. Harems or species groups","A large predatory cichlid reaching 10 inches with beautiful blue-yellow patterning that changes dramatically from juv...",https://firebasestorage.googleapis.com/v0/b/comparium-21b69.firebasestorage.app/o/images%2Fspecies%2Fvenustus.jpg?alt=media,"#fishtok #aquarium #fishkeeping #aquariumhobby #venustus #africanfish",Moderate,Aggressive
blueDolphin,"Blue Dolphin","Cyrtocara moorii","Thrives in 76-82°F water with pH 7.6-8.6","Needs 75+ gallon tank. Groups (1M:multiple F)","A peaceful large cichlid reaching 10 inches with powder-blue coloration and distinctive nuchal hump resembling a dolp...",https://firebasestorage.googleapis.com/v0/b/comparium-21b69.firebasestorage.app/o/images%2Fspecies%2FblueDolphin.jpg?alt=media,"#fishtok #aquarium #fishkeeping #aquariumhobby #bluedolphin #africanfish",Moderate,Semi-aggressive
sunshinePeacock,"Sunshine Peacock","Aulonocara stuartgranti","Thrives in 76-82°F water with pH 7.6-8.6","Needs 55+ gallon tank. Harems (1M:3-4F)","A dazzling peacock cichlid reaching 5 inches with brilliant yellow-orange coloration",https://firebasestorage.googleapis.com/v0/b/comparium-21b69.firebasestorage.app/o/images%2Fspecies%2FsunshinePeacock.jpg?alt=media,"#fishtok #aquarium #fishkeeping #aquariumhobby #sunshinepeacock #africanfish",Moderate,Semi-aggressive
obPeacock,"OB Peacock","Aulonocara sp.","Thrives in 76-82°F water with pH 7.6-8.6","Needs 55+ gallon tank. Harems (1M:3-4F)","A unique peacock cichlid reaching 5 inches with orange-blotched (OB) marbled pattern over blue background",https://firebasestorage.googleapis.com/v0/b/comparium-21b69.firebasestorage.app/o/images%2Fspecies%2FobPeacock.jpg?alt=media,"#fishtok #aquarium #fishkeeping #aquariumhobby #obpeacock #africanfish",Moderate,Semi-aggressive
demasoni,"Demasoni","Pseudotropheus demasoni","Thrives in 76-82°F water with pH 7.6-8.6","Needs 55+ gallon tank. Large groups only (12+ to distribute aggression)","A stunning but extremely aggressive mbuna reaching only 3 inches with electric blue and black horizontal stripes",https://firebasestorage.googleapis.com/v0/b/comparium-21b69.firebasestorage.app/o/images%2Fspecies%2Fdemasoni.jpg?alt=media,"#fishtok #aquarium #fishkeeping #aquariumhobby #demasoni #africanfish",Difficult,Aggressive
texasCichlid,"Texas Cichlid","Herichthys cyanoguttatus","Thrives in 68-77°F water with pH 6.5-7.5","Needs 75+ gallon tank. Pairs (bonded pairs or single specimen)","A large robust cichlid reaching 12 inches with pearl-like spots covering blue-gray body and red eyes",https://firebasestorage.googleapis.com/v0/b/comparium-21b69.firebasestorage.app/o/images%2Fspecies%2FtexasCichlid.jpg?alt=media,"#fishtok #aquarium #fishkeeping #aquariumhobby #texascichlid",Moderate,Aggressive
greenTerror,"Green Terror","Andinoacara rivulatus","Thrives in 68-77°F water with pH 6.5-8","Needs 75+ gallon tank. Pairs or single","An aptly-named large cichlid reaching 12 inches with iridescent green-blue coloration and orange trim on fins",https://firebasestorage.googleapis.com/v0/b/comparium-21b69.firebasestorage.app/o/images%2Fspecies%2FgreenTerror.jpg?alt=media,"#fishtok #aquarium #fishkeeping #aquariumhobby #greenterror #southamericanfish",Moderate,Aggressive
salviniCichlid,"Salvini Cichlid","Trichromis salvini","Thrives in 75-79°F water with pH 6.5-8","Needs 55+ gallon tank. Pairs","A medium aggressive cichlid reaching 6 inches with yellow body and black markings",https://firebasestorage.googleapis.com/v0/b/comparium-21b69.firebasestorage.app/o/images%2Fspecies%2FsalviniCichlid.jpg?alt=media,"#fishtok #aquarium #fishkeeping #aquariumhobby #salvinicichlid",Moderate,Aggressive
nicaraguanCichlid,"Nicaraguan Cichlid","Hypsophrys nicaraguensis","Thrives in 72-77°F water with pH 6.5-7.5","Needs 75+ gallon tank. Pairs","A peaceful large cichlid reaching 10 inches with golden-yellow coloration and black markings",https://firebasestorage.googleapis.com/v0/b/comparium-21b69.firebasestorage.app/o/images%2Fspecies%2FnicaraguanCichlid.jpg?alt=media,"#fishtok #aquarium #fishkeeping #aquariumhobby #nicaraguancichlid",Moderate,Semi-aggressive
tBarCichlid,"T-Bar Cichlid","Amatitlania sajica","Thrives in 75-82°F water with pH 6.5-8","Needs 75+ gallon tank. Pairs","A distinctive cichlid reaching 12 inches with vertical T-shaped or double-bar pattern",https://firebasestorage.googleapis.com/v0/b/comparium-21b69.firebasestorage.app/o/images%2Fspecies%2FtBarCichlid.jpg?alt=media,"#fishtok #aquarium #fishkeeping #aquariumhobby #tbarcichlid",Moderate,Aggressive
bloodParrotCichlid,"Blood Parrot Cichlid","Amphilophus hybrid","Thrives in 76-80°F water with pH 6.5-7.5","Needs 55+ gallon tank. Groups or pairs","A unique hybrid cichlid reaching 8 inches with round body shape and ""parrot"" beak mouth",https://firebasestorage.googleapis.com/v0/b/comparium-21b69.firebasestorage.app/o/images%2Fspecies%2FbloodParrotCichlid.jpg?alt=media,"#fishtok #aquarium #fishkeeping #aquariumhobby #bloodparrotcichlid",Moderate,Semi-aggressive
flowerhornCichlid,"Flowerhorn Cichlid","Amphilophus hybrid","Thrives in 80-86°F water with pH 6.5-7.8","Needs 75+ gallon tank. Best kept alone","A large hybrid cichlid reaching 12+ inches with massive nuchal hump and vibrant colors",https://firebasestorage.googleapis.com/v0/b/comparium-21b69.firebasestorage.app/o/images%2Fspecies%2FflowerhornCichlid.jpg?alt=media,"#fishtok #aquarium #fishkeeping #aquariumhobby #flowerhorncichlid #asianfish",Moderate,Aggressive
festivum,"Festivum","Mesonauta festivus","Thrives in 72-77°F water with pH 6-7","Needs 55+ gallon tank. Pairs or small groups","A peaceful disc-shaped cichlid reaching 6 inches with subdued olive-gold coloration and black markings",https://firebasestorage.googleapis.com/v0/b/comparium-21b69.firebasestorage.app/o/images%2Fspecies%2Ffestivum.jpg?alt=media,"#fishtok #aquarium #fishkeeping #aquariumhobby #festivum #peacefulfish #southamericanfish",Moderate,Peaceful
chocolateCichlid,"Chocolate Cichlid","Hypselecara temporalis","Thrives in 72-82°F water with pH 6-7.5","Needs 75+ gallon tank. Pairs or groups","A large robust cichlid reaching 12 inches with dark chocolate-brown coloration and subtle patterns",https://firebasestorage.googleapis.com/v0/b/comparium-21b69.firebasestorage.app/o/images%2Fspecies%2FchocolateCichlid.jpg?alt=media,"#fishtok #aquarium #fishkeeping #aquariumhobby #chocolatecichlid #southamericanfish",Moderate,Semi-aggressive
duplicareusCorydoras,"Duplicareus Corydoras","Corydoras duplicareus","Thrives in 72-79°F water with pH 6-7","Needs 20+ gallon tank. School of 6+","A small, peaceful catfish reaching 2",https://firebasestorage.googleapis.com/v0/b/comparium-21b69.firebasestorage.app/o/images%2Fspecies%2FduplicareusCorydoras.jpg?alt=media,"#fishtok #aquarium #fishkeeping #aquariumhobby #duplicareuscorydoras #peacefulfish #schoolingfish #southamericanfish",Moderate,Peaceful
schwartziCorydoras,"Schwartz's Corydoras","Corydoras schwartzi","Thrives in 72-79°F water with pH 6-7.7","Needs 20+ gallon tank. School of 5+","A pearl-colored medium catfish reaching 2",https://firebasestorage.googleapis.com/v0/b/comparium-21b69.firebasestorage.app/o/images%2Fspecies%2FschwartziCorydoras.jpg?alt=media,"#fishtok #aquarium #fishkeeping #aquariumhobby #schwartzscorydoras #peacefulfish #schoolingfish #southamericanfish",Moderate,Peaceful
melanistiusCorydoras,"Melanistius Corydoras","Corydoras melanistius","Thrives in 72-79°F water with pH 6-8","Needs 20+ gallon tank. School of 5-6+","A striking small catfish reaching 2-2",https://firebasestorage.googleapis.com/v0/b/comparium-21b69.firebasestorage.app/o/images%2Fspecies%2FmelanistiusCorydoras.jpg?alt=media,"#fishtok #aquarium #fishkeeping #aquariumhobby #melanistiuscorydoras #peacefulfish #schoolingfish #southamericanfish",Moderate,Peaceful
agassiziCorydoras,"Agassizi Corydoras","Corydoras agassizii","Thrives in 72-80°F water with pH 6-7.4","Needs 20+ gallon tank. School of 6+","A spotted medium catfish reaching 2-2",https://firebasestorage.googleapis.com/v0/b/comparium-21b69.firebasestorage.app/o/images%2Fspecies%2FagassiziCorydoras.jpg?alt=media,"#fishtok #aquarium #fishkeeping #aquariumhobby #agassizicorydoras #peacefulfish #beginnerfish #schoolingfish",Easy,Peaceful
threeStripeCorydoras,"Three Stripe Corydoras","Corydoras trilineatus","Thrives in 72-79°F water with pH 6-8","Needs 15+ gallon tank. School of 5+","A beautiful small catfish reaching 2",https://firebasestorage.googleapis.com/v0/b/comparium-21b69.firebasestorage.app/o/images%2Fspecies%2FthreeStripeCorydoras.jpg?alt=media,"#fishtok #aquarium #fishkeeping #aquariumhobby #threestripecorydoras #peacefulfish #beginnerfish #schoolingfish",Easy,Peaceful
venezuelaCorydoras,"Venezuela Corydoras","Corydoras venezuelanus","Thrives in 66-77°F water with pH 6.8-8","Needs 20+ gallon tank. School of 6+","A distinctive medium catfish reaching 2",https://firebasestorage.googleapis.com/v0/b/comparium-21b69.firebasestorage.app/o/images%2Fspecies%2FvenezuelaCorydoras.jpg?alt=media,"#fishtok #aquarium #fishkeeping #aquariumhobby #venezuelacorydoras #peacefulfish #beginnerfish #schoolingfish",Easy,Peaceful
skunkBotia,"Skunk Botia","Yasuhikotakia morleti","Thrives in 78-86°F water with pH 6-8","Needs 30+ gallon tank. Group of 5+","A small, active loach reaching 4 inches with pale pinkish-cream body and bold black stripe running from nose tip alon...",https://firebasestorage.googleapis.com/v0/b/comparium-21b69.firebasestorage.app/o/images%2Fspecies%2FskunkBotia.jpg?alt=media,"#fishtok #aquarium #fishkeeping #aquariumhobby #skunkbotia #asianfish",Moderate,Semi-aggressive
bengalLoach,"Bengal Loach","Botia dario","Thrives in 73-79°F water with pH 6.5-7.5","Needs 40+ gallon tank. Group of 5+","A striking medium loach reaching 6 inches with goldish-olive body adorned with 8-10 thick vertical dark bands extendi...",https://firebasestorage.googleapis.com/v0/b/comparium-21b69.firebasestorage.app/o/images%2Fspecies%2FbengalLoach.jpg?alt=media,"#fishtok #aquarium #fishkeeping #aquariumhobby #bengalloach #asianfish",Moderate,Semi-aggressive
polkaDotLoach,"Polka Dot Loach","Botia kubotai","Thrives in 75-82°F water with pH 6-7.5","Needs 30+ gallon tank. Group of 5+","A beautiful medium loach reaching 4-6 inches with yellowish-orange body covered in distinctive dark brown-black polka...",https://firebasestorage.googleapis.com/v0/b/comparium-21b69.firebasestorage.app/o/images%2Fspecies%2FpolkaDotLoach.jpg?alt=media,"#fishtok #aquarium #fishkeeping #aquariumhobby #polkadotloach #asianfish",Moderate,Semi-aggressive
horsefaceLoach,"Horseface Loach","Acantopsis dialuzona","Thrives in 75-82°F water with pH 6.5-7.5","Needs 55+ gallon tank. Group of 3-5","An elongated bottom-dwelling loach reaching 8-10 inches with extended snout resembling a horse's face and tan-brown b...",https://firebasestorage.googleapis.com/v0/b/comparium-21b69.firebasestorage.app/o/images%2Fspecies%2FhorsefaceLoach.jpg?alt=media,"#fishtok #aquarium #fishkeeping #aquariumhobby #horsefaceloach #peacefulfish #asianfish",Moderate,Peaceful
orangeFinnedLoach,"Orange-Finned Loach","Yasuhikotakia modesta","Thrives in 77-86°F water with pH 6-7.5","Needs 75+ gallon tank. Group of 5+","A large, boisterous loach reaching 8-10 inches with blue-gray body and distinctive bright orange-red fins",https://firebasestorage.googleapis.com/v0/b/comparium-21b69.firebasestorage.app/o/images%2Fspecies%2ForangeFinnedLoach.jpg?alt=media,"#fishtok #aquarium #fishkeeping #aquariumhobby #orangefinnedloach #asianfish",Moderate,Semi-aggressive
royalPleco,"Royal Pleco","Panaque nigrolineatus","Thrives in 72-86°F water with pH 6.5-7.5","Needs 125+ gallon tank. Best kept singly or in very large tanks","A large, impressive pleco reaching 17+ inches with distinctive patterning of gray-brown body overlaid with yellow-tan...",https://firebasestorage.googleapis.com/v0/b/comparium-21b69.firebasestorage.app/o/images%2Fspecies%2FroyalPleco.jpg?alt=media,"#fishtok #aquarium #fishkeeping #aquariumhobby #royalpleco #peacefulfish #southamericanfish",Moderate,Peaceful
goldNuggetPleco,"Gold Nugget Pleco","Baryancistrus xanthellus","Thrives in 77-86°F water with pH 6.5-7.5","Needs 55+ gallon tank. Keep 1 male with multiple females, or singly","A stunning medium-sized pleco reaching 6-9 inches with dark brown-black body covered in bright yellow-gold spots crea...",https://firebasestorage.googleapis.com/v0/b/comparium-21b69.firebasestorage.app/o/images%2Fspecies%2FgoldNuggetPleco.jpg?alt=media,"#fishtok #aquarium #fishkeeping #aquariumhobby #goldnuggetpleco #southamericanfish",Moderate,Semi-aggressive
whiptailCatfish,"Whiptail Catfish","Rineloricaria lanceolata","Thrives in 72-79°F water with pH 6-7.5","Needs 30+ gallon tank. Can be kept in groups or singly","An elongated peaceful catfish reaching 5-6 inches with extremely slim body, extended whip-like filamentous tail exten...",https://firebasestorage.googleapis.com/v0/b/comparium-21b69.firebasestorage.app/o/images%2Fspecies%2FwhiptailCatfish.jpg?alt=media,"#fishtok #aquarium #fishkeeping #aquariumhobby #whiptailcatfish #peacefulfish #southamericanfish",Moderate,Peaceful
spottedRafaelCatfish,"Spotted Rafael Catfish","Agamyxis pectinifrons","Thrives in 72-79°F water with pH 6-7.5","Needs 40+ gallon tank. Can be kept singly or in groups","A hardy armored catfish reaching 6-8 inches with dark brown-black body covered in white-cream spots and strong pector...",https://firebasestorage.googleapis.com/v0/b/comparium-21b69.firebasestorage.app/o/images%2Fspecies%2FspottedRafaelCatfish.jpg?alt=media,"#fishtok #aquarium #fishkeeping #aquariumhobby #spottedrafaelcatfish #peacefulfish #beginnerfish #southamericanfish",Easy,Peaceful
talkingCatfish,"Talking Catfish","Acanthodoras spinosissimus","Thrives in 72-82°F water with pH 6-7.5","Needs 30+ gallon tank. Can be kept singly or in small groups","A peaceful armored catfish reaching 4-6 inches with brown mottled body and ability to produce audible sounds by grind...",https://firebasestorage.googleapis.com/v0/b/comparium-21b69.firebasestorage.app/o/images%2Fspecies%2FtalkingCatfish.jpg?alt=media,"#fishtok #aquarium #fishkeeping #aquariumhobby #talkingcatfish #peacefulfish #beginnerfish #southamericanfish",Easy,Peaceful
banjoCatfish,"Banjo Catfish","Bunocephalus coracoideus","Thrives in 72-79°F water with pH 6-7.5","Needs 30+ gallon tank. Can be kept singly or in small groups","A cryptic bottom-dwelling catfish reaching 5-6 inches with extremely flattened guitar/banjo-shaped body and mottled b...",https://firebasestorage.googleapis.com/v0/b/comparium-21b69.firebasestorage.app/o/images%2Fspecies%2FbanjoCatfish.jpg?alt=media,"#fishtok #aquarium #fishkeeping #aquariumhobby #banjocatfish #peacefulfish #southamericanfish",Moderate,Peaceful
featherfinSqueaker,"Featherfin Squeaker","Synodontis eupterus","Thrives in 73-82°F water with pH 6.5-7.5","Needs 55+ gallon tank. Can be kept singly or in groups","A peaceful African catfish reaching 6-8 inches with dark body, white spots, and dramatically elongated feather-like d...",https://firebasestorage.googleapis.com/v0/b/comparium-21b69.firebasestorage.app/o/images%2Fspecies%2FfeatherfinSqueaker.jpg?alt=media,"#fishtok #aquarium #fishkeeping #aquariumhobby #featherfinsqueaker #peacefulfish #beginnerfish #africanfish",Easy,Peaceful
snakeskinGourami,"Snakeskin Gourami","Trichopodus pectoralis","Thrives in 75-86°F water with pH 6-8","Needs 55+ gallon tank. Best kept in pairs or with one male to multiple females","A large peaceful gourami reaching 8-10 inches with silvery-tan body covered in distinctive snake-like diagonal crossh...",https://firebasestorage.googleapis.com/v0/b/comparium-21b69.firebasestorage.app/o/images%2Fspecies%2FsnakeskinGourami.jpg?alt=media,"#fishtok #aquarium #fishkeeping #aquariumhobby #snakeskingourami #peacefulfish #beginnerfish #asianfish",Easy,Peaceful
bandedGourami,"Banded Gourami","Trichogaster fasciata","Thrives in 72-82°F water with pH 6-7.5","Needs 30+ gallon tank. Best kept in pairs or groups of one male to multiple females","A medium-sized peaceful gourami reaching 4-5 inches with golden-brown body adorned with 3-5 vertical dark bands and b...",https://firebasestorage.googleapis.com/v0/b/comparium-21b69.firebasestorage.app/o/images%2Fspecies%2FbandedGourami.jpg?alt=media,"#fishtok #aquarium #fishkeeping #aquariumhobby #bandedgourami #peacefulfish #beginnerfish #asianfish",Easy,Peaceful
croakingGourami,"Croaking Gourami","Trichopsis vittata","Thrives in 72-82°F water with pH 6-8","Needs 10+ gallon tank. Keep in pairs or one male to multiple females","A small fascinating gourami reaching 2-3 inches with brown body, irregular spots, and unique ability to produce audib...",https://firebasestorage.googleapis.com/v0/b/comparium-21b69.firebasestorage.app/o/images%2Fspecies%2FcroakingGourami.jpg?alt=media,"#fishtok #aquarium #fishkeeping #aquariumhobby #croakinggourami #peacefulfish #beginnerfish #asianfish",Easy,Peaceful
thickLippedGourami,"Thick-Lipped Gourami","Trichogaster labiosa","Thrives in 72-82°F water with pH 6-7.5","Needs 20+ gallon tank. Best kept in pairs or groups of one male to multiple females","A medium peaceful gourami reaching 3-4 inches with blue-green iridescent body and distinctively prominent enlarged li...",https://firebasestorage.googleapis.com/v0/b/comparium-21b69.firebasestorage.app/o/images%2Fspecies%2FthickLippedGourami.jpg?alt=media,"#fishtok #aquarium #fishkeeping #aquariumhobby #thicklippedgourami #peacefulfish #beginnerfish #asianfish",Easy,Peaceful
licoriceGourami,"Licorice Gourami","Parosphromenus deissneri","Thrives in 72-82°F water with pH 4-6.5","Needs 10+ gallon tank. Best kept in pairs or small groups in species tank","A tiny delicate gourami reaching only 1",https://firebasestorage.googleapis.com/v0/b/comparium-21b69.firebasestorage.app/o/images%2Fspecies%2FlicoriceGourami.jpg?alt=media,"#fishtok #aquarium #fishkeeping #aquariumhobby #licoricegourami #peacefulfish #asianfish",Difficult,Peaceful
giantGourami,"Giant Gourami","Osphronemus goramy","Thrives in 68-86°F water with pH 6.5-8","Needs 200+ gallon tank. Can be kept singly, in pairs, or groups if space permits","A massive peaceful gourami reaching 20-28 inches with tan-silver body that develops distinctive patterns and humped f...",https://firebasestorage.googleapis.com/v0/b/comparium-21b69.firebasestorage.app/o/images%2Fspecies%2FgiantGourami.jpg?alt=media,"#fishtok #aquarium #fishkeeping #aquariumhobby #giantgourami #peacefulfish #asianfish",Moderate,Peaceful
balaShark,"Bala Shark","Balantiocheilos melanopterus","Thrives in 72-82°F water with pH 6.5-7.5","Needs 125+ gallon tank. School of 5+ (absolute minimum 3)","A large, active cyprinid reaching 12-14 inches with sleek silver body and black-edged fins creating shark-like appear...",https://firebasestorage.googleapis.com/v0/b/comparium-21b69.firebasestorage.app/o/images%2Fspecies%2FbalaShark.jpg?alt=media,"#fishtok #aquarium #fishkeeping #aquariumhobby #balashark #peacefulfish #schoolingfish #asianfish",Moderate,Peaceful
blackShark,"Black Shark","Labeo chrysophekadion","Thrives in 72-79°F water with pH 6.5-7.5","Needs 55+ gallon tank. Keep only ONE per tank; territorial toward all bottom-dwellers","A territorial bottom-dwelling cyprinid reaching 6 inches with velvety black body and vibrant orange-red tail and fins...",https://firebasestorage.googleapis.com/v0/b/comparium-21b69.firebasestorage.app/o/images%2Fspecies%2FblackShark.jpg?alt=media,"#fishtok #aquarium #fishkeeping #aquariumhobby #blackshark #asianfish",Moderate,Aggressive
iridescentShark,"Iridescent Shark","Pangasianodon hypophthalmus","Thrives in 72-79°F water with pH 6.5-7.5","Needs 300+ gallon tank. Best in groups but requires massive space","A massive catfish reaching 3-4 feet with silvery-iridescent body that loses shimmer with age and shark-like appearance",https://firebasestorage.googleapis.com/v0/b/comparium-21b69.firebasestorage.app/o/images%2Fspecies%2FiridescentShark.jpg?alt=media,"#fishtok #aquarium #fishkeeping #aquariumhobby #iridescentshark #peacefulfish #africanfish",Difficult,Peaceful
ornateBichir,"Ornate Bichir","Polypterus ornatipinnis","Thrives in 77-84°F water with pH 6.5-7.5","Needs 125+ gallon tank. Can be kept with similar-sized robust fish","A prehistoric-looking predator reaching 24+ inches with armored elongated body, distinctive dorsal finlets, and intri...",https://firebasestorage.googleapis.com/v0/b/comparium-21b69.firebasestorage.app/o/images%2Fspecies%2FornateBichir.jpg?alt=media,"#fishtok #aquarium #fishkeeping #aquariumhobby #ornatebichir #africanfish",Moderate,Semi-aggressive
violetGoby,"Violet Goby","Gobioides broussonnetii","Thrives in 75-82°F water with pH 7-8.5","Needs 55+ gallon tank. Can be kept singly or in groups with adequate space","An eel-like peaceful goby reaching 20+ inches with purple-gray coloration and intimidating large jaws despite gentle ...",https://firebasestorage.googleapis.com/v0/b/comparium-21b69.firebasestorage.app/o/images%2Fspecies%2FvioletGoby.jpg?alt=media,"#fishtok #aquarium #fishkeeping #aquariumhobby #violetgoby #peacefulfish",Moderate,Peaceful
indianGlassfish,"Indian Glassfish","Parambassis ranga","Thrives in 68-82°F water with pH 7-8.5","Needs 20+ gallon tank. School of 6+","A small, transparent fish reaching 3 inches with clear body showing internal organs and skeleton, though often artifi...",https://firebasestorage.googleapis.com/v0/b/comparium-21b69.firebasestorage.app/o/images%2Fspecies%2FindianGlassfish.jpg?alt=media,"#fishtok #aquarium #fishkeeping #aquariumhobby #indianglassfish #peacefulfish #schoolingfish #asianfish",Moderate,Peaceful
archerFish,"Archer Fish","Toxotes jaculatrix","Thrives in 75-82°F water with pH 7-8.5","Needs 55+ gallon tank. Can be kept in groups with adequate space","A fascinating surface-dwelling predator reaching 10-12 inches with compressed silver body and ability to ""shoot"" wate...",https://firebasestorage.googleapis.com/v0/b/comparium-21b69.firebasestorage.app/o/images%2Fspecies%2FarcherFish.jpg?alt=media,"#fishtok #aquarium #fishkeeping #aquariumhobby #archerfish #asianfish",Difficult,Semi-aggressive
leafFish,"Leaf Fish","Monocirrhus polyacanthus","Thrives in 72-82°F water with pH 6-7.5","Needs 20+ gallon tank. Best kept singly or in pairs; predatory toward anything small enough to swallow","A master of camouflage reaching 3-4 inches with leaf-shaped flattened body mimicking dead leaves including stem-like ...",https://firebasestorage.googleapis.com/v0/b/comparium-21b69.firebasestorage.app/o/images%2Fspecies%2FleafFish.jpg?alt=media,"#fishtok #aquarium #fishkeeping #aquariumhobby #leaffish #southamericanfish",Difficult,Semi-aggressive
americanFlagfish,"American Flagfish","Jordanella floridae","Thrives in 64-72°F water with pH 6.5-8","Needs 20+ gallon tank. Keep one male to multiple females or in groups with adequate space","A hardy colorful killifish reaching 2",https://firebasestorage.googleapis.com/v0/b/comparium-21b69.firebasestorage.app/o/images%2Fspecies%2FamericanFlagfish.jpg?alt=media,"#fishtok #aquarium #fishkeeping #aquariumhobby #americanflagfish #beginnerfish",Easy,Semi-aggressive
